Production Schedule Report
Report Date: 7/21/2024 4:42:18 AM
Report Source:WWW.ASHLEYSUPPLIER.COM
"Report Criteria:Item:ALL Whse: Vendor:626704 DRP Planner:ALL FC Planner:ALL Past Weeks:6 Future Weeks:12 RP Filter:On C & CNW Filter:Off Order Types Selected:Planned, Firmed, Shipped Report By: Item Qty"
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------

Item #,Whse,Vendor #,S/F/P, 6/15, 6/22, 6/29, 7/6, 7/13, 7/20, 7/27, 8/3, 8/10, 8/17, 8/24, 8/31, 9/7, 9/14, 9/21, 9/28, 10/5, 10/12, 10/19
="B660-54S","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-56S","1","626704","S","22","0","0","0","0","0","115","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-56S","1","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-56S","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-56S","15","626704","S","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-56S","15","626704","F","0","0","0","0","0","0","101","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-56S","15","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-56S","17","626704","S","0","7","56","0","0","0","0","121","0","0","0","0","0","0","0","0","0","0","0"
="B660-56S","17","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-56S","17","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-56S","28","626704","S","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-56S","28","626704","F","0","0","0","0","0","0","149","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-56S","28","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-56S","42","626704","S","0","0","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-56S","42","626704","F","0","0","0","0","0","0","43","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-56S","42","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-56S","5","626704","S","0","0","32","0","0","0","96","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-56S","5","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-56S","5","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-56S","ECR","626704","S","0","35","0","0","0","0","196","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-56S","ECR","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-56S","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-57","1","626704","S","11","0","0","0","40","0","313","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-57","1","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-57","1","626704","P","0","0","0","0","0","0","0","0","34","0","0","0","0","0","0","0","0","0","0"
="B660-57","15","626704","S","0","72","0","24","9","50","32","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-57","15","626704","F","0","0","0","0","0","0","0","264","0","0","0","0","0","0","0","0","0","0","0"
="B660-57","15","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-57","17","626704","S","0","60","15","0","0","0","240","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-57","17","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-57","17","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-57","28","626704","S","0","0","0","30","0","2","221","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-57","28","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-57","28","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-57","42","626704","S","0","0","5","4","0","52","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-57","42","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-57","42","626704","P","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0"
="B660-57","5","626704","S","0","0","37","19","0","0","408","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-57","5","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-57","5","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-57","ECR","626704","S","0","63","0","11","0","0","216","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-57","ECR","626704","F","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0"
="B660-57","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-58","1","626704","S","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-58","1","626704","F","0","0","0","0","0","0","115","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-58","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-58","15","626704","S","0","15","0","0","0","0","0","95","0","0","0","0","0","0","0","0","0","0","0"
="B660-58","15","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-58","15","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-58","17","626704","S","0","7","42","0","0","15","15","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-58","17","626704","F","0","0","0","0","0","0","91","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-58","17","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-58","28","626704","S","0","0","0","0","0","0","129","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-58","28","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-58","28","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-58","42","626704","S","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-58","42","626704","F","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-58","42","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-58","5","626704","S","0","0","28","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-58","5","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-58","5","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-58","ECR","626704","S","0","49","0","29","0","0","91","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-58","ECR","626704","F","0","0","0","0","0","0","74","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-58","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-97","1","626704","S","82","0","0","0","32","0","101","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-97","1","626704","F","0","0","0","0","0","0","303","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-97","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-97","15","626704","S","0","56","0","24","11","0","36","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-97","15","626704","F","0","0","0","0","0","0","0","412","0","0","0","0","0","0","0","0","0","0","0"
="B660-97","15","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-97","17","626704","S","0","39","111","0","0","40","40","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-97","17","626704","F","0","0","0","0","0","0","282","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-97","17","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-97","28","626704","S","0","0","0","49","0","93","220","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-97","28","626704","F","0","0","0","0","0","0","0","39","0","0","0","0","0","0","0","0","0","0","0"
="B660-97","28","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-97","42","626704","S","0","0","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-97","42","626704","F","0","0","0","0","0","0","112","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-97","42","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-97","5","626704","S","0","0","66","37","0","0","69","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-97","5","626704","F","0","0","0","0","0","0","0","140","0","0","0","0","0","0","0","0","0","0","0"
="B660-97","5","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-97","ECR","626704","S","0","105","0","29","0","0","488","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-97","ECR","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B660-97","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-74","1","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-74","1","626704","F","0","0","0","0","0","0","0","48","0","0","0","0","0","0","0","0","0","0","0"
="B735-74","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","3","4","3","3"
="B735-74","15","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-74","15","626704","F","0","0","0","0","0","0","0","90","0","0","0","0","0","0","0","0","0","0","0"
="B735-74","15","626704","P","0","0","0","0","0","0","0","0","0","0","1","2","2","3","3","3","2","4","3"
="B735-74","17","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-74","17","626704","F","0","0","0","0","0","0","0","63","0","0","0","0","0","0","0","0","0","0","0"
="B735-74","17","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","2","5","4","4","8","5","4"
="B735-74","28","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-74","28","626704","F","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0"
="B735-74","28","626704","P","0","0","0","0","0","0","0","0","0","0","0","3","2","3","4","3","2","3","4"
="B735-74","42","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-74","42","626704","F","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0"
="B735-74","42","626704","P","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","2"
="B735-74","5","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-74","5","626704","F","0","0","0","0","0","0","0","0","0","27","0","0","0","0","0","0","0","0","0"
="B735-74","5","626704","P","0","0","0","0","0","0","0","0","0","0","0","3","3","4","4","6","4","4","4"
="B735-74","ECR","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-74","ECR","626704","F","0","0","0","0","0","0","0","43","0","2","0","0","0","0","0","0","0","0","0"
="B735-74","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","3","4","6","4","4","4","7","5","4"
="B735-76","1","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-76","1","626704","F","0","0","0","0","0","0","0","123","0","0","0","0","0","0","0","0","0","0","0"
="B735-76","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","2","7","3","4","4","5","4","4"
="B735-76","15","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-76","15","626704","F","0","0","0","0","0","0","0","58","0","0","0","0","0","0","0","0","0","0","0"
="B735-76","15","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","1","5","4","3","3","5","3"
="B735-76","17","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-76","17","626704","F","0","0","0","0","0","0","0","87","0","28","0","0","0","0","0","0","0","0","0"
="B735-76","17","626704","P","0","0","0","0","0","0","0","0","0","0","5","6","26","0","0","0","9","7","6"
="B735-76","28","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-76","28","626704","F","0","0","0","0","0","0","0","0","0","28","0","0","0","0","0","0","0","0","0"
="B735-76","28","626704","P","0","0","0","0","0","0","0","0","0","0","2","4","4","3","5","4","4","3","5"
="B735-76","42","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-76","42","626704","F","0","0","0","0","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0"
="B735-76","42","626704","P","0","0","0","0","0","0","0","0","0","0","3","1","1","1","2","1","0","1","2"
="B735-76","5","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-76","5","626704","F","0","0","0","0","0","0","0","0","0","56","0","0","0","0","0","0","0","0","0"
="B735-76","5","626704","P","0","0","0","0","0","0","0","0","0","0","3","17","5","5","5","7","6","5","5"
="B735-76","C","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-76","C","626704","F","0","0","0","0","0","0","0","0","0","0","558","0","0","0","0","0","0","0","0"
="B735-76","C","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-76","ECR","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-76","ECR","626704","F","0","0","0","0","0","0","0","74","0","17","0","0","0","0","0","0","0","0","0"
="B735-76","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","3","6","7","6","5","5","10","6","7"
="B735-77","1","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-77","1","626704","F","0","0","0","0","0","0","0","48","0","0","0","0","0","0","0","0","0","0","0"
="B735-77","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","3","4","3","3"
="B735-77","15","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-77","15","626704","F","0","0","0","0","0","0","0","90","0","0","0","0","0","0","0","0","0","0","0"
="B735-77","15","626704","P","0","0","0","0","0","0","0","0","0","0","1","2","2","3","3","3","2","3","3"
="B735-77","17","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-77","17","626704","F","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","0","0","0","0"
="B735-77","17","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","3","5","4","4","7","5","4"
="B735-77","28","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-77","28","626704","F","0","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","0"
="B735-77","28","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","2","3","4","3","3","2","4"
="B735-77","42","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-77","42","626704","F","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0"
="B735-77","42","626704","P","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","1","0","1","1"
="B735-77","5","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-77","5","626704","F","0","0","0","0","0","0","0","0","0","28","0","0","0","0","0","0","0","0","0"
="B735-77","5","626704","P","0","0","0","0","0","0","0","0","0","0","0","1","3","4","4","5","3","4","4"
="B735-77","ECR","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-77","ECR","626704","F","0","0","0","0","0","0","0","42","0","3","0","0","0","0","0","0","0","0","0"
="B735-77","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","3","4","6","4","4","4","7","5","4"
="B735-78","1","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-78","1","626704","F","0","0","0","0","0","0","0","124","0","0","0","0","0","0","0","0","0","0","0"
="B735-78","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","2","7","3","4","4","5","4","4"
="B735-78","15","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-78","15","626704","F","0","0","0","0","0","0","0","58","0","0","0","0","0","0","0","0","0","0","0"
="B735-78","15","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","1","5","4","3","3","5","3"
="B735-78","17","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-78","17","626704","F","0","0","0","0","0","0","0","87","0","26","0","0","0","0","0","0","0","0","0"
="B735-78","17","626704","P","0","0","0","0","0","0","0","0","0","2","5","6","26","0","0","0","9","7","6"
="B735-78","28","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-78","28","626704","F","0","0","0","0","0","0","0","0","0","26","0","0","0","0","0","0","0","0","0"
="B735-78","28","626704","P","0","0","0","0","0","0","0","0","0","0","5","4","4","3","5","4","4","3","5"
="B735-78","42","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-78","42","626704","F","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0"
="B735-78","42","626704","P","0","0","0","0","0","0","0","0","0","2","3","1","1","1","2","1","1","1","0"
="B735-78","5","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-78","5","626704","F","0","0","0","0","0","0","0","0","0","92","0","0","0","0","0","0","0","0","0"
="B735-78","5","626704","P","0","0","0","0","0","0","0","0","0","7","3","17","5","5","5","7","6","5","5"
="B735-78","C","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-78","C","626704","F","0","0","0","0","0","0","0","0","0","0","558","0","0","0","0","0","0","0","0"
="B735-78","C","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-78","ECR","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-78","ECR","626704","F","0","0","0","0","0","0","0","74","0","16","0","0","0","0","0","0","0","0","0"
="B735-78","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","4","6","7","6","5","5","10","6","7"
="B735-95","1","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-95","1","626704","F","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0"
="B735-95","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-95","15","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-95","15","626704","F","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
="B735-95","15","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-95","17","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-95","17","626704","F","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0"
="B735-95","17","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-95","28","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-95","28","626704","F","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0"
="B735-95","28","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-95","5","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-95","5","626704","F","0","0","0","0","0","0","0","0","0","62","0","0","0","0","0","0","0","0","0"
="B735-95","5","626704","P","0","0","0","0","0","0","0","0","0","0","2","19","6","6","5","7","6","6","5"
="B735-95","ECR","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B735-95","ECR","626704","F","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0"
="B735-95","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B749-56W1","335","626704","S","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B749-56W1","335","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B749-56W1","335","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B749-57","1","626704","S","2","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B749-57","1","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B749-57","1","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B749-57","15","626704","S","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B749-57","15","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B749-57","15","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B749-57","17","626704","S","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B749-57","17","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B749-57","17","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B749-57","5","626704","S","0","0","118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B749-57","5","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B749-57","5","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B749-57","ECR","626704","S","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B749-57","ECR","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B749-57","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B749-96","5","626704","S","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B749-96","5","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B749-96","5","626704","P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-74","1","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-74","1","626704","F","0","0","0","0","0","0","0","10","6","4","0","0","0","0","0","0","0","0","0"
="B760-74","1","626704","P","0","0","0","0","0","0","0","0","0","0","1","2","2","3","2","2","2","3","3"
="B760-74","15","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-74","15","626704","F","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
="B760-74","15","626704","P","0","0","0","0","0","0","0","0","0","1","3","3","3","3","3","2","3","3","4"
="B760-74","17","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-74","17","626704","F","0","0","0","0","0","0","0","0","13","8","0","0","0","0","0","0","0","0","0"
="B760-74","17","626704","P","0","0","0","0","0","0","0","0","0","1","7","7","7","7","6","7","6","8","8"
="B760-74","28","626704","S","0","0","0","4","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-74","28","626704","F","0","0","0","0","0","0","0","0","29","0","0","0","0","0","0","0","0","0","0"
="B760-74","28","626704","P","0","0","0","0","0","0","0","0","0","0","5","5","5","5","4","5","5","5","5"
="B760-74","335","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-74","335","626704","F","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-74","335","626704","P","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","1","0"
="B760-74","42","626704","S","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-74","42","626704","F","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
="B760-74","42","626704","P","0","0","0","0","0","0","0","0","0","0","0","2","1","1","2","1","1","1","0"
="B760-74","5","626704","S","0","0","11","0","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-74","5","626704","F","0","0","0","0","0","0","0","0","11","13","0","0","0","0","0","0","0","0","0"
="B760-74","5","626704","P","0","0","0","0","0","0","0","0","0","0","8","8","8","9","9","10","9","8","9"
="B760-74","ECR","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-74","ECR","626704","F","0","0","0","0","0","0","0","0","3","7","0","0","0","0","0","0","0","0","0"
="B760-74","ECR","626704","P","0","0","0","0","0","0","0","0","0","0","4","7","7","8","8","7","8","9","9"
="B760-76","1","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-76","1","626704","F","0","0","0","0","0","0","0","0","55","2","0","0","0","0","0","0","0","0","0"
="B760-76","1","626704","P","0","0","0","0","0","0","0","0","0","1","4","4","3","5","4","4","5","5","4"
="B760-76","15","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-76","15","626704","F","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","0","0","0"
="B760-76","15","626704","P","0","0","0","0","0","0","0","0","0","0","3","3","3","3","4","3","3","4","4"
="B760-76","17","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-76","17","626704","F","0","0","0","0","0","0","0","0","68","13","0","0","0","0","0","0","0","0","0"
="B760-76","17","626704","P","0","0","0","0","0","0","0","0","0","3","15","15","14","15","15","14","16","18","16"
="B760-76","28","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-76","28","626704","F","0","0","0","0","0","0","0","0","4","12","0","0","0","0","0","0","0","0","0"
="B760-76","28","626704","P","0","0","0","0","0","0","0","0","0","0","12","12","12","11","10","12","12","11","12"
="B760-76","42","626704","S","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-76","42","626704","F","0","0","0","0","0","0","0","0","29","4","0","0","0","0","0","0","0","0","0"
="B760-76","42","626704","P","0","0","0","0","0","0","0","0","0","0","1","3","2","3","4","3","2","3","2"
="B760-76","5","626704","S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-76","5","626704","F","0","0","0","0","0","0","0","0","57","14","0","0","0","0","0","0","0","0","0"
="B760-76","5","626704","P","0","0","0","0","0","0","0","0","0","5","13","14","12","13","13","11","12","14","12"
="B760-76","ECR","626704","S","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-76","ECR","626704","F","0","0","0","0","0","0","0","0","51","8","0","0","0","0","0","0","0","0","0"
="B760-76","ECR","626704","P","0","0","0","0","0","0","0","0","0","3","17","16","15","16","16","16","18","19","18"
="B760-76W1","335","626704","S","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
="B760-76W1","335","626704","F","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
